path,label,num_js_files,num_dependencies,num_maintainers,has_scripts,repository_exists,description_length,bf_net_requests,bf_fs_ops,bf_proc_exec,bf_dynamic_exec,bf_env_access,line_ratio,space_ratio,num_long_strings,max_string_len,special_char_count,substring_calls,identifier_entropy,avg_identifier_length,num_lines,buni_DYNAMIC_CODE_EXEC,buni_SENSITIVE_FILE_OP,buni_NETWORK_COMM,buni_ENVIRONMENT_ACCESS,buni_CRYPTO_USAGE,buni_FILESYSTEM_CONTEXT,buni_PROCESS_EXECUTION,bbi_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,bbi_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,bbi_NETWORK_COMM|NETWORK_COMM,bbi_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,bbi_DYNAMIC_CODE_EXEC|NETWORK_COMM,bbi_NETWORK_COMM|DYNAMIC_CODE_EXEC,bbi_SENSITIVE_FILE_OP|NETWORK_COMM,bbi_CRYPTO_USAGE|CRYPTO_USAGE,bbi_NETWORK_COMM|SENSITIVE_FILE_OP,bbi_ENVIRONMENT_ACCESS|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|ENVIRONMENT_ACCESS,bbi_ENVIRONMENT_ACCESS|NETWORK_COMM,bbi_SENSITIVE_FILE_OP|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|SENSITIVE_FILE_OP,bbi_ENVIRONMENT_ACCESS|SENSITIVE_FILE_OP,bbi_NETWORK_COMM|ENVIRONMENT_ACCESS,bbi_DYNAMIC_CODE_EXEC|CRYPTO_USAGE,bbi_CRYPTO_USAGE|DYNAMIC_CODE_EXEC,bbi_SENSITIVE_FILE_OP|ENVIRONMENT_ACCESS,bbi_CRYPTO_USAGE|SENSITIVE_FILE_OP,bbi_CRYPTO_USAGE|NETWORK_COMM,bbi_NETWORK_COMM|CRYPTO_USAGE,bbi_SENSITIVE_FILE_OP|CRYPTO_USAGE,bbi_FILESYSTEM_CONTEXT|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|FILESYSTEM_CONTEXT,bbi_ENVIRONMENT_ACCESS|CRYPTO_USAGE,bbi_CRYPTO_USAGE|ENVIRONMENT_ACCESS,bbi_PROCESS_EXECUTION|PROCESS_EXECUTION,bbi_SENSITIVE_FILE_OP|FILESYSTEM_CONTEXT,bbi_FILESYSTEM_CONTEXT|FILESYSTEM_CONTEXT,bbi_FILESYSTEM_CONTEXT|SENSITIVE_FILE_OP,bbi_SENSITIVE_FILE_OP|PROCESS_EXECUTION,bbi_FILESYSTEM_CONTEXT|ENVIRONMENT_ACCESS,bbi_PROCESS_EXECUTION|ENVIRONMENT_ACCESS,bbi_PROCESS_EXECUTION|NETWORK_COMM,bbi_ENVIRONMENT_ACCESS|FILESYSTEM_CONTEXT,bbi_ENVIRONMENT_ACCESS|PROCESS_EXECUTION,bbi_PROCESS_EXECUTION|DYNAMIC_CODE_EXEC,bbi_DYNAMIC_CODE_EXEC|PROCESS_EXECUTION,bbi_PROCESS_EXECUTION|SENSITIVE_FILE_OP,bbi_NETWORK_COMM|PROCESS_EXECUTION,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_NETWORK_COMM|NETWORK_COMM|NETWORK_COMM,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|NETWORK_COMM,btri_CRYPTO_USAGE|CRYPTO_USAGE|CRYPTO_USAGE,btri_NETWORK_COMM|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP|NETWORK_COMM,btri_DYNAMIC_CODE_EXEC|NETWORK_COMM|NETWORK_COMM,btri_NETWORK_COMM|NETWORK_COMM|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|NETWORK_COMM|NETWORK_COMM,btri_NETWORK_COMM|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_ENVIRONMENT_ACCESS|NETWORK_COMM|NETWORK_COMM,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|ENVIRONMENT_ACCESS,btri_DYNAMIC_CODE_EXEC|NETWORK_COMM|DYNAMIC_CODE_EXEC,btri_ENVIRONMENT_ACCESS|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC|SENSITIVE_FILE_OP,btri_NETWORK_COMM|NETWORK_COMM|SENSITIVE_FILE_OP,btri_SENSITIVE_FILE_OP|DYNAMIC_CODE_EXEC|DYNAMIC_CODE_EXEC,btri_DYNAMIC_CODE_EXEC|ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|DYNAMIC_CODE_EXEC,btri_DYNAMIC_CODE_EXEC|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_SENSITIVE_FILE_OP|SENSITIVE_FILE_OP|DYNAMIC_CODE_EXEC,btri_SENSITIVE_FILE_OP|NETWORK_COMM|SENSITIVE_FILE_OP,btri_ENVIRONMENT_ACCESS|SENSITIVE_FILE_OP|SENSITIVE_FILE_OP,btri_NETWORK_COMM|ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS,btri_NETWORK_COMM|NETWORK_COMM|ENVIRONMENT_ACCESS,btri_NETWORK_COMM|DYNAMIC_CODE_EXEC|NETWORK_COMM,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|NETWORK_COMM,btri_ENVIRONMENT_ACCESS|ENVIRONMENT_ACCESS|SENSITIVE_FILE_OP
malicious_samples/2025-05-27-blocks-nextjs-v9999.9999.10150,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9536977491961415,0.1594855305466238,0.0,40.0,68.0,0.0,4.338802948076793,4.98314606741573,73.0,0,3,5,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-11-13-@ps-i18_i18-utils-v1.2.0,malicious,1,0,0,1,1,72,0,0,0,0,0,0.967391304347826,0.13043478260869565,0.0,39.0,3.0,0.0,4.115075453461323,5.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-25-epic-path-utils-v1.0.0,malicious,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-25-malicious-package-test-v1.0.3,malicious,1,0,0,1,0,0,0,0,0,0,0,0.9711417816813049,0.12296110414052698,1.0,51.0,39.0,0.0,4.155503096095288,4.96875,24.0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-22-mediapipe-v1.2.5,malicious,1,0,0,1,0,0,1,0,0,0,0,0.9764331210191083,0.11273885350318472,1.0,1325.0,49.0,0.0,4.959049994970846,5.015873015873016,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-16-@okdev_boiler_plate-v1.0.3,malicious,1,0,0,1,0,0,2,1,0,0,1,0.9624521072796934,0.14559386973180077,4.0,408.0,48.0,0.0,4.528558636541181,6.0,50.0,0,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-02-15-electron-dependency-confusion-window-v3.0.1,malicious,1,1,0,1,0,0,0,0,0,0,0,0.9522058823529411,0.04411764705882353,1.0,56.0,15.0,0.0,4.182127604058722,6.066666666666666,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-04-20-cxo-storyboard-v99.0.5,malicious,1,0,0,1,0,7,1,0,0,0,0,0.9557692307692308,0.1548076923076923,1.0,51.0,30.0,0.0,4.441439834841227,5.63302752293578,47.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-04-21-toloka-tb-v99.0.0,malicious,1,0,0,1,0,10,1,0,0,0,0,0.9489894128970163,0.15591915303176132,0.0,42.0,30.0,0.0,4.506893045141579,5.7727272727272725,54.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-11-16-seller-common-v6.5.8,malicious,1,0,0,1,0,0,4,0,0,0,0,0.9700272479564033,0.2183242506811989,1.0,121.0,79.0,0.0,4.541320839009582,6.0657439446366785,89.0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-12-14-@swiggy-private_js-utils-v2.15.999999999999,malicious,1,0,0,1,0,72,2,0,0,0,0,0.949685534591195,0.15723270440251572,0.0,40.0,28.0,0.0,4.277045384327656,5.425287356321839,41.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-24-ui-data-layer-v99.99.1,malicious,1,0,0,1,0,37,0,0,0,0,0,0.9818181818181818,0.16363636363636364,0.0,0.0,0.0,0.0,4.053065578877498,4.1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-02-16-keymakerclientapi-v1.16.4,malicious,3,1,0,1,0,22,9,0,0,0,0,0.962234985551545,0.16143909542682444,2.0,55.0,85.0,0.0,4.34922573763293,5.481239723512604,105.0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-05-canonical-bridge-ui-v1.0.1,malicious,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-04-jvector-release-v1.0.0,malicious,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-11-15-react-pro-components-v6.5.8,malicious,1,0,0,1,0,0,4,0,0,0,0,0.9700272479564033,0.2183242506811989,1.0,121.0,79.0,0.0,4.541320839009582,6.0657439446366785,89.0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-30-n8n-nodes-weixin-wechat-v1.1.0,malicious,4,3,0,1,1,109,15,0,0,0,2,0.9737500757053927,0.3304019135167686,5.0,71.0,375.0,0.0,4.420753937742942,7.424883969723177,539.0,0,0,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
malicious_samples/2025-09-02-library-website-v6.0.3,malicious,1,0,0,1,0,0,1,0,0,0,0,0.9584462511291779,0.15085817524841916,0.0,43.0,30.0,0.0,4.567797005519468,5.890756302521009,47.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2024-10-13-odistube-v5.0.5,malicious,2,2,0,1,1,133,7,1,0,0,2,0.9681577877923218,0.16488834357923815,23.0,23788.0,2557.0,0.0,4.452973441438033,5.919710074664714,2636.0,13,2,1,2,0,0,3,11,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
malicious_samples/2025-09-29-vite-configs-viewer-v1.2.4,malicious,9,12,0,1,1,26,1,0,0,1,7,0.9693379447930585,0.09680528981559713,1.0,102.0,68.0,0.0,4.25902266789111,6.640120890668966,71.0,1,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
malicious_samples/2025-06-26-destiny-key-v1.0.1,malicious,0,0,0,0,0,24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-23-node-loggerx-v0.3.1,malicious,38,15,0,1,1,25,27,2,0,3,4,0.9657667981718184,0.32020621393003534,172.0,22636.0,1414.0,2.763157894736842,4.371309803148722,5.594501690097564,2105.0,2,6,28,4,11,0,0,0,2,21,3,1,1,2,4,1,0,0,1,1,0,0,0,1,0,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
malicious_samples/2025-03-20-byted-midas-render-plugin-v3.0.11,malicious,1,0,0,1,0,0,1,2,0,0,0,0.9732673267326732,0.16435643564356436,0.0,44.0,31.0,0.0,4.429543605999873,5.100386100386101,55.0,0,4,3,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-04-16-blur-plugins-v1.2.1,malicious,139,16,0,1,1,21,31,2,0,11,13,0.9575024234782668,0.16048934916898444,51.0,797.0,782.0,0.08633093525179857,4.16717832439936,5.6082962166489985,875.0,7,25,14,13,2,1,0,2,18,12,6,0,0,1,0,0,3,2,1,1,3,2,2,0,0,2,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,11,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,3,2,1,0,2,2,1,0,0,0
malicious_samples/2025-05-26-blocks-nextjs-v9999.9999.10023,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9532775453277545,0.15132496513249652,0.0,45.0,52.0,0.0,4.493175446880065,5.133720930232558,68.0,0,1,5,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-16-cargo-cyclonedx-v0.3.10,malicious,1,16,0,1,1,59,1,0,0,0,0,0.957968476357268,0.15586690017513136,0.0,44.0,31.0,0.0,4.468494176458489,5.716666666666667,49.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-08-23-cookie.gulp-v99.0.9,malicious,0,0,0,1,0,96,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-13-types-lodash.es-v1.0.2,malicious,3,0,0,1,1,0,2,1,0,1,0,0.9715526707977097,0.11569600230083406,1.0,82.0,7.0,0.0,4.316435471465948,5.849068322981367,7.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-24-slack-internals-v10.0.1,malicious,1,0,0,1,0,15,1,0,0,0,0,0.9664570230607966,0.1069182389937107,1.0,254.0,20.0,0.0,4.299142815877682,5.032786885245901,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-09-28-n8n-nodes-weixin-wechat-v1.2.27,malicious,4,4,0,1,1,109,29,1,0,0,2,0.9751769457531028,0.3223216087898149,11.0,357.0,890.0,0.25,4.393386475815236,7.32230402387092,1184.0,0,1,9,2,1,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
malicious_samples/2025-03-17-@bmw-fedev_auth-v3.3.8,malicious,2,0,0,1,0,13,2,0,0,0,0,0.960435212660732,0.1582591493570722,0.0,33.0,30.0,0.0,4.490920507719565,5.612612612612613,41.0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-08-redirect-9e9u92-v1.0.0,malicious,2,0,0,0,0,0,1,0,0,0,0,0.9705758722152165,0.1471206389239176,1.0,98.0,15.0,0.0,4.805129256174874,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-06-28-maybe-i-would-like-a-banana-v1.0.3,malicious,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-03-19-sample_extension-v1.0.1,malicious,0,0,0,0,0,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-22-@act-platform_app-sdk-v99.9.2,malicious,0,0,0,1,0,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-04-22-cb-cookie-manager-v1.0.1,malicious,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-10-21-dataflow-unified-v14.1.3,malicious,1,1,0,1,1,95,0,0,0,1,0,0.9628237259816207,0.20802005012531327,2.0,60.0,123.0,0.0,4.370385910136845,5.403846153846154,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-05-28-blocks-nextjs-v9999.9999.10389,malicious,1,0,0,0,0,17,1,1,0,0,0,0.9536977491961415,0.1594855305466238,0.0,40.0,68.0,0.0,4.338802948076793,4.98314606741573,73.0,0,3,5,0,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-15-testcatplzignore-v1.0.2,malicious,1,0,0,1,0,24,0,0,0,0,0,0.9719839908519153,0.21040594625500286,2.0,85.0,81.0,1.0,4.476669466266857,5.491891891891892,50.0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-04-10-@0xzyo_confutionrce-v1.0.0,malicious,1,0,0,1,0,55,0,0,0,0,0,0.9690036900369003,0.2118081180811808,4.0,272.0,43.0,0.0,4.242965410128186,5.303225806451613,43.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malicious_samples/2025-07-12-groq-link-v1.0.25,malicious,2,0,0,1,0,36,1,0,0,0,2,0.9713203463203464,0.09911616161616162,1.0,67.0,25.0,0.0,4.248080179330886,5.692822966507177,37.0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
malicious_samples/2025-10-23-qwant-search-extension-v10.0.6,malicious,1,0,0,1,0,0,1,0,0,0,0,0.9505907626208379,0.06552094522019335,0.0,42.0,30.0,0.0,4.527445033555839,5.7727272727272725,47.0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
